Project,Issue,Commit,TypeChecker,Detectable,Comment,AnnotationTime
deanoemcke/thegreatsuspender,44,1abc347ab609db43ba7e93a93487897e91f25ad2,TypeScript,Undetectable,Failure to reset timer value;  that is to say this is a value problem, not a type problem.,25.0
